,nfe,ei,seed
0,100,1.0,70
1,200,1.0,70
2,300,0.7593262804859815,70
3,400,0.8557980826259473,70
4,500,0.6385798961440848,70
5,600,0.6385798961440848,70
6,700,0.6385798961440848,70
7,800,0.6385798961440848,70
8,900,0.6385798961440848,70
9,1000,0.6385798961440848,70
10,1100,0.6385798961440848,70
11,1200,0.6385798961440848,70
12,1300,0.6385798961440848,70
13,1400,0.6385798961440848,70
14,1500,0.6385798961440848,70
15,1600,0.6385798961440848,70
16,1700,0.6385798961440848,70
17,1800,0.6385798961440848,70
18,1900,0.6087753943870532,70
19,2000,0.6174271894299105,70
20,2100,0.6174271894299105,70
21,2200,0.6083145333389445,70
22,2300,0.6083145333389445,70
23,2400,0.6072048133812428,70
24,2500,0.6072048133812428,70
25,2600,0.6072048133812428,70
26,2700,0.6072048133812428,70
27,2800,0.5653759974030458,70
28,2900,0.5653759974030458,70
29,3000,0.5653759974030458,70
30,3100,0.5652677454335392,70
31,3200,0.5652677454335392,70
32,3300,0.5652677454335392,70
33,3400,0.5652677454335392,70
34,3500,0.5652677454335392,70
35,3600,0.5652677454335392,70
36,3700,0.5652677454335392,70
37,3800,0.5652677454335392,70
38,3900,0.5652677454335392,70
39,4000,0.5652677454335392,70
40,4100,0.5652677454335392,70
41,4200,0.5652677454335392,70
42,4300,0.5652677454335392,70
43,4400,0.5652677454335392,70
44,4500,0.537950692715881,70
45,4600,0.537950692715881,70
46,4700,0.537950692715881,70
47,4800,0.537950692715881,70
48,4900,0.537950692715881,70
49,5000,0.537950692715881,70
50,5100,0.537950692715881,70
51,5200,0.537950692715881,70
52,5300,0.537950692715881,70
53,5400,0.537950692715881,70
54,5500,0.537950692715881,70
55,5600,0.537950692715881,70
56,5700,0.537950692715881,70
57,5800,0.5348058659582763,70
58,5900,0.5348058659582763,70
59,6000,0.5348058659582763,70
60,6100,0.5348058659582763,70
61,6200,0.5348058659582763,70
62,6300,0.5348058659582763,70
63,6400,0.5348058659582763,70
64,6500,0.5348058659582763,70
65,6600,0.5348058659582763,70
66,6700,0.5348058659582763,70
67,6800,0.5348058659582763,70
68,6900,0.5348058659582763,70
69,7000,0.5348058659582763,70
70,7100,0.5348058659582763,70
71,7200,0.5348058659582763,70
72,7300,0.5348058659582763,70
73,7400,0.5348058659582763,70
74,7500,0.5348058659582763,70
75,7600,0.475471510399496,70
76,7700,0.475471510399496,70
77,7800,0.475471510399496,70
78,7900,0.475471510399496,70
79,8000,0.475471510399496,70
80,8100,0.475471510399496,70
81,8200,0.475471510399496,70
82,8300,0.475471510399496,70
83,8400,0.475471510399496,70
84,8500,0.475471510399496,70
85,8600,0.472605241528368,70
86,8700,0.472605241528368,70
87,8800,0.472605241528368,70
88,8900,0.472605241528368,70
89,9000,0.472605241528368,70
90,9100,0.472605241528368,70
91,9200,0.472605241528368,70
92,9300,0.472605241528368,70
93,9400,0.472605241528368,70
94,9500,0.4726055201919621,70
95,9600,0.4726055201919621,70
96,9700,0.4726055201919621,70
97,9800,0.4726055201919621,70
98,9900,0.4726055201919621,70
99,10315,0.4726055201919621,70
100,10735,0.4726055201919621,70
101,11155,0.4726055201919621,70
102,11575,0.4726055201919621,70
103,11995,0.4726055201919621,70
104,12415,0.4726055201919621,70
105,12835,0.4726055201919621,70
106,13255,0.4726055201919621,70
107,13675,0.4726055201919621,70
108,14095,0.4726055201919621,70
109,14515,0.4726055201919621,70
110,14935,0.4726055201919621,70
111,15355,0.46379939016697747,70
112,15775,0.46379939016697747,70
113,16195,0.44457762054637984,70
114,16615,0.44246412922197775,70
115,17035,0.44057785485200607,70
116,17455,0.44057785485200607,70
117,17875,0.34533669981039283,70
118,18295,0.34533669981039283,70
119,18715,0.31716624747538913,70
120,19135,0.3672137732617091,70
