,nfe,hypervolume,seed
1245,226835,0.01524948510822607,90
1246,230607,0.015316650755594161,90
1247,234379,0.015335515576397351,90
1248,238151,0.015365223136208219,90
1249,241923,0.015392350469778871,90
1250,245695,0.015412800614477699,90
1251,249467,0.015423635682929458,90
1252,253239,0.01543044764224484,90
1253,100,0.00020352093419256643,20
1254,200,0.0002960120001105656,20
1255,300,0.001147732815327751,20
1256,400,0.0015760623250336632,20
1257,500,0.001684144802282898,20
1258,600,0.0017228940897496732,20
1259,700,0.0020165598418535775,20
1260,800,0.002157561011619813,20
1261,900,0.0024511151555413864,20
1262,1000,0.0025909334763299843,20
1263,1100,0.002821426887612678,20
1264,1200,0.0029541653146088064,20
1265,1300,0.0029887173344916723,20
1266,1400,0.0030388513872593712,20
1267,1500,0.0030944839906780963,20
1268,1600,0.003231587823698489,20
1269,1700,0.003249654056777017,20
1270,1800,0.003276088070684845,20
1271,1900,0.0033433064277239247,20
1272,2000,0.0033745449077739915,20
1273,2100,0.0034365677303730196,20
1274,2200,0.0035111435094653566,20
1275,2300,0.003579470274944674,20
1276,2400,0.0036738266762254106,20
1277,2500,0.003773294623187322,20
1278,2600,0.0037825913575594513,20
1279,2700,0.0038000933581634694,20
1280,2800,0.0038736630862603325,20
1281,2900,0.003899770770315995,20
1282,3000,0.0039017199828210213,20
1283,3100,0.003967939617718583,20
1284,3200,0.00400393359167454,20
1285,3300,0.004008693431284277,20
1286,3400,0.004166727714065642,20
1287,3500,0.004179026383129779,20
1288,3600,0.004182055046426608,20
1289,3700,0.004216393316922945,20
1290,3800,0.004224018766339033,20
1291,3900,0.0042400617522301695,20
1292,4000,0.004284179211932967,20
1293,4100,0.0043087028729008785,20
1294,4200,0.004335858716442204,20
1295,4300,0.004366058010762434,20
1296,4400,0.004429800486026414,20
1297,4500,0.004435952611897321,20
1298,4600,0.004441175259973361,20
1299,4700,0.004456940163883739,20
1300,4800,0.004458335697284726,20
1301,4900,0.00450720374633682,20
1302,5000,0.004609895370360065,20
1303,5100,0.004614265564464098,20
1304,5200,0.004675462365759279,20
1305,5300,0.0046792717583378374,20
1306,5400,0.004683996027869261,20
1307,5500,0.004696041756598995,20
1308,5600,0.004697465001924189,20
1309,5700,0.004701639155909712,20
1310,5800,0.004710091571990422,20
1311,5900,0.004721562432084399,20
1312,6000,0.004707632937387806,20
1313,6100,0.0047123081321035504,20
1314,6200,0.004715959801707487,20
