,nfe,hypervolume,seed
0,100,9.95785784070886e-07,70
1,200,8.316460007998533e-06,70
2,300,1.5388950952523143e-05,70
3,400,3.0407389613472427e-05,70
4,500,0.00010128840216461511,70
5,600,0.00019520604986464384,70
6,700,0.0003373607155063115,70
7,800,0.00035429524564601863,70
8,900,0.0003647208901848515,70
9,1000,0.0005328805901819116,70
10,1100,0.0006136171931072449,70
11,1200,0.0006998588191570697,70
12,1300,0.0007947228631931694,70
13,1400,0.0008170106334972362,70
14,1500,0.0009827180875616555,70
15,1600,0.0010055996635478619,70
16,1700,0.001085226552307325,70
17,1800,0.0011449658815814788,70
18,1900,0.001203854503145767,70
19,2000,0.001225691849646624,70
20,2100,0.0012855601602283183,70
21,2200,0.0013131032451006931,70
22,2300,0.0013783860372227014,70
23,2400,0.0013800169011418692,70
24,2500,0.0013817505555131341,70
25,2600,0.001405735565077391,70
26,2700,0.0014794237863964825,70
27,2800,0.0014848573638697414,70
28,2900,0.0015880359621492353,70
29,3000,0.0015956948629295832,70
30,3100,0.0015983335564119657,70
31,3200,0.0016169691156578084,70
32,3300,0.0016439624922306765,70
33,3400,0.0016408179830367132,70
34,3500,0.0016631923044114804,70
35,3600,0.0016860883340299067,70
36,3700,0.0016898155958360336,70
37,3800,0.0017032078423444127,70
38,3900,0.0017299625496851666,70
39,4000,0.0017419287987540096,70
40,4100,0.001761900821494038,70
41,4200,0.001761900821494038,70
42,4300,0.0018171788164685321,70
43,4400,0.0018384230510535885,70
44,4500,0.0018454458254673223,70
45,4600,0.0018669572445422413,70
46,4700,0.001867039556517585,70
47,4800,0.001867039556517585,70
48,4900,0.001908662186617623,70
49,5000,0.0019185818509388198,70
50,5100,0.0019187761732698825,70
51,5200,0.0019191125436978204,70
52,5300,0.0019106916730342919,70
53,5400,0.0019117179475186485,70
54,5500,0.0019326587638023945,70
55,5600,0.001933110455770719,70
56,5700,0.001937111544557666,70
57,5800,0.001937111544557666,70
58,5900,0.0019388115104799475,70
59,6000,0.0019420208044180942,70
60,6100,0.0019442564375283635,70
61,6200,0.00194500207543299,70
62,6300,0.0019444487517258683,70
63,6400,0.001947118048340946,70
64,6500,0.0019481940634707062,70
65,6600,0.0019481940670785772,70
66,6700,0.0019481940670785772,70
67,6800,0.0019481940670785772,70
68,6900,0.0019562088736554575,70
69,7000,0.001958741534973058,70
70,7100,0.0019604350883735337,70
71,7200,0.0019604350883735337,70
72,7300,0.0019604350883735337,70
73,7400,0.0019713763074849836,70
74,7500,0.0019715539524640807,70
75,7600,0.0019726222340962123,70
76,7700,0.0019726222340962123,70
77,7800,0.0019726222340962123,70
78,7900,0.0019775779384617704,70
79,8000,0.0019775779384617704,70
80,8100,0.0019775779384617704,70
81,8200,0.0019775779384617704,70
82,8300,0.0019799678575036575,70
83,8400,0.0019799678575036575,70
84,8500,0.0019800582241173426,70
