,nfe,improvements
0,100,7
1,200,10
2,300,14
3,400,21
4,500,37
5,600,54
6,700,64
7,800,82
8,900,96
9,1000,109
10,1100,115
11,1200,128
12,1300,135
13,1400,139
14,1500,148
15,1600,163
16,1700,173
17,1800,183
18,1900,194
19,2000,203
20,2100,217
21,2200,221
22,2300,230
23,2400,236
24,2500,238
25,2600,251
26,2700,263
27,2800,269
28,2900,278
29,3000,282
30,3100,286
31,3200,292
32,3300,300
33,3400,306
34,3500,314
35,3600,318
36,3700,322
37,3800,324
38,3900,330
39,4000,336
40,4100,339
41,4200,341
42,4300,351
43,4400,355
44,4500,361
45,4600,366
46,4700,367
47,4800,368
48,4900,375
49,5000,379
50,5100,384
51,5200,386
52,5300,391
53,5400,394
54,5500,398
55,5600,401
56,5700,406
57,5800,408
58,5900,411
59,6000,417
60,6100,422
61,6200,424
62,6300,427
63,6400,430
64,6500,433
65,6600,435
66,6700,436
67,6800,439
68,6900,442
69,7000,447
70,7100,450
71,7200,452
72,7300,456
73,7400,460
74,7500,461
75,7600,465
76,7700,467
77,7800,467
78,7900,470
79,8000,472
80,8100,474
81,8200,475
82,8300,476
83,8400,476
84,8500,478
85,8600,481
86,8700,483
87,8800,489
88,8900,491
89,9000,493
90,9100,494
91,9200,494
92,9300,498
93,9400,502
94,9500,504
95,9600,506
96,9700,509
97,9800,512
98,9900,519
99,10258,521
100,10602,531
101,10946,540
102,11290,554
103,11634,561
104,11978,574
105,12322,589
106,12666,599
107,13010,611
108,13354,622
109,13698,631
110,14042,648
111,14386,657
112,14730,672
113,15074,682
114,15418,690
115,15762,705
116,16106,715
117,16450,722
118,16794,728
119,17138,737
120,17482,747
121,17826,754
122,18170,763
123,18514,774
124,18858,784
125,19202,793
126,19546,797
127,19890,806
128,20234,817
129,20578,833
130,20922,848
131,21266,857
132,21610,868
133,21954,879
134,22298,890
135,22642,902
136,22986,911
137,23330,924
138,23674,934
139,24018,943
140,24362,951
141,24706,958
142,25050,974
143,25394,985
144,25738,994
145,26082,1004
146,26426,1011
147,26770,1020
148,27114,1028
149,27458,1038
150,27802,1051
151,28146,1063
152,28490,1073
153,28834,1081
154,29178,1091
155,29522,1103
156,29866,1110
157,30210,1122
158,30554,1131
159,30898,1144
160,31242,1151
161,31586,1161
162,31930,1164
163,32274,1173
164,32618,1183
165,32962,1187
166,33306,1201
167,33650,1211
168,33994,1218
169,34338,1225
170,34682,1232
171,35026,1243
172,35370,1254
173,35714,1264
174,36058,1275
175,36402,1280
176,36746,1287
177,37090,1296
178,37434,1307
179,37778,1310
180,38122,1316
181,38466,1324
182,38810,1329
183,39154,1335
184,39498,1339
185,39842,1344
186,40186,1353
187,40530,1361
188,40874,1367
189,41218,1371
190,41562,1378
191,41906,1383
192,42250,1386
193,42594,1396
194,42938,1405
195,43282,1411
196,43626,1414
197,43970,1418
198,44314,1428
199,45267,1437
200,46079,1450
201,46891,1467
202,47703,1495
203,48515,1529
204,49327,1546
205,50139,1571
206,50951,1597
207,51763,1625
208,52575,1650
209,53387,1671
210,54199,1696
211,55011,1717
212,55823,1743
213,56635,1764
214,57447,1787
215,58259,1803
216,59071,1819
217,59883,1839
218,60695,1858
219,61507,1876
220,62319,1891
221,63131,1909
222,63943,1925
223,64755,1944
224,65567,1961
225,66379,1980
226,67191,1998
227,68003,2022
228,68815,2036
229,69627,2050
230,70439,2065
231,71251,2078
232,72063,2099
233,72875,2121
234,73687,2147
235,74499,2160
236,75311,2179
237,76123,2197
238,76935,2212
239,77747,2224
240,78559,2242
241,79371,2260
242,80183,2274
243,80995,2291
244,81807,2311
245,82619,2327
246,83431,2346
247,84243,2367
248,85055,2388
249,85867,2408
250,86679,2419
251,87491,2431
252,88303,2443
253,89115,2457
254,89927,2468
255,90739,2483
256,91551,2496
257,92363,2513
258,93175,2531
259,93987,2545
260,94799,2559
261,95611,2567
262,96423,2580
263,97235,2587
264,98047,2598
265,98859,2612
266,99671,2630
267,100483,2650
