10,20,30,40,50,60,70,80,90,100
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1091.0,1097.0,1094.0,1096.0,1097.0,1092.0,1098.0,1093.0,1096.0,1095.0
2087.0,2088.0,2090.0,2095.0,2091.0,2087.0,2090.0,2085.0,2095.0,2090.0
3084.0,3081.0,3088.0,3089.0,3088.0,3081.0,3085.0,3081.0,3090.0,3084.0
4081.0,4076.0,4082.0,4084.0,4081.0,4074.0,4079.0,4080.0,4085.0,4082.0
5076.0,5069.0,5075.0,5078.0,5074.0,5071.0,5076.0,5074.0,5082.0,5075.0
6071.0,6063.0,6070.0,6071.0,6072.0,6068.0,6072.0,6070.0,6079.0,6070.0
7070.0,7059.0,7064.0,7066.0,7066.0,7063.0,7069.0,7066.0,7073.0,7067.0
8068.0,8057.0,8059.0,8062.0,8060.0,8051.0,8063.0,8056.0,8064.0,8065.0
9065.0,9053.0,9056.0,9059.0,9051.0,9046.0,9056.0,9051.0,9058.0,9053.0
10496.0,10294.0,10049.0,10049.0,10482.0,10319.0,10197.0,10229.0,10264.0,10052.0
13524.0,12238.0,11044.0,11042.0,13508.0,12464.0,11590.0,11859.0,12015.0,11049.0
16553.0,14190.0,12040.0,12040.0,16523.0,14607.0,12983.0,13489.0,13762.0,12045.0
19578.0,16136.0,13035.0,13037.0,19548.0,16758.0,14372.0,15121.0,15513.0,13039.0
22598.0,18086.0,14027.0,14029.0,22568.0,18908.0,15764.0,16747.0,17261.0,14037.0
25616.0,20036.0,15021.0,15026.0,25589.0,21056.0,17161.0,18378.0,19013.0,15036.0
28641.0,21982.0,16014.0,16023.0,28612.0,23201.0,18555.0,20014.0,20760.0,16027.0
31667.0,23936.0,17002.0,17012.0,31628.0,25354.0,19947.0,21641.0,22510.0,17020.0
34692.0,25886.0,17994.0,18008.0,34656.0,27496.0,21339.0,23272.0,24258.0,18013.0
37720.0,27839.0,18988.0,19006.0,37671.0,29643.0,22734.0,24901.0,26012.0,19006.0
40742.0,29790.0,19983.0,20000.0,40655.0,31821.0,24126.0,26535.0,27764.0,20137.0
43767.0,31741.0,20977.0,20998.0,42125.0,33214.0,25521.0,28159.0,29513.0,21488.0
46792.0,33688.0,21974.0,21992.0,43596.0,34609.0,26910.0,29797.0,31267.0,22838.0
49818.0,35637.0,22967.0,22985.0,45066.0,35999.0,28300.0,31429.0,33017.0,24194.0
52834.0,37585.0,23967.0,23981.0,46539.0,37394.0,29690.0,33056.0,34770.0,25546.0
55860.0,39536.0,24960.0,24978.0,48009.0,38788.0,31086.0,34683.0,36524.0,26901.0
58887.0,41482.0,25954.0,25975.0,49479.0,40182.0,32482.0,36312.0,38280.0,28250.0
61907.0,43427.0,26944.0,26968.0,50952.0,41570.0,33870.0,37940.0,40032.0,29602.0
64929.0,45374.0,27940.0,27958.0,52430.0,42966.0,35265.0,39573.0,41781.0,30957.0
67950.0,47325.0,28936.0,28957.0,53905.0,44359.0,36658.0,41204.0,43532.0,32304.0
70971.0,49280.0,29928.0,30111.0,55380.0,45751.0,38050.0,42833.0,45344.0,33652.0
74000.0,51228.0,30924.0,31585.0,56854.0,47140.0,39446.0,44464.0,46694.0,35006.0
77024.0,53174.0,31919.0,33057.0,58329.0,48536.0,40837.0,46099.0,48042.0,36357.0
80046.0,55126.0,32915.0,34529.0,59798.0,49933.0,42230.0,47733.0,49389.0,37708.0
83073.0,57078.0,33910.0,36006.0,61269.0,51324.0,43629.0,49364.0,50741.0,39058.0
86095.0,59028.0,34909.0,37483.0,62740.0,52720.0,45019.0,50990.0,52092.0,40412.0
89119.0,60977.0,35902.0,38953.0,64212.0,54117.0,46409.0,52628.0,53444.0,41766.0
92139.0,62933.0,36896.0,40430.0,65683.0,55510.0,47802.0,54261.0,54797.0,43119.0
95164.0,64885.0,37884.0,41903.0,67155.0,56905.0,49196.0,55892.0,56150.0,44475.0
98188.0,66836.0,38879.0,43371.0,68631.0,58300.0,50584.0,57524.0,57502.0,45828.0
100303.0,68854.0,39872.0,44843.0,70109.0,59695.0,51975.0,59155.0,58859.0,47185.0
,70360.0,40865.0,46316.0,71585.0,61088.0,53367.0,60785.0,60212.0,48541.0
,71875.0,41859.0,47787.0,73055.0,62480.0,54759.0,62412.0,61567.0,49897.0
,73388.0,42854.0,49261.0,74531.0,63875.0,56149.0,64046.0,62920.0,51245.0
,74896.0,43851.0,50737.0,76001.0,65268.0,57547.0,65676.0,64273.0,52597.0
,76413.0,44848.0,52209.0,77478.0,66663.0,58936.0,67308.0,65633.0,53950.0
,77922.0,45842.0,53677.0,78955.0,68057.0,60333.0,68939.0,66981.0,55306.0
,79439.0,46833.0,55152.0,80429.0,69453.0,61725.0,70566.0,68333.0,56651.0
,80950.0,47829.0,56627.0,81901.0,70845.0,63118.0,72197.0,69680.0,58003.0
,82458.0,48827.0,58103.0,83373.0,72239.0,64514.0,73828.0,71034.0,59354.0
,83967.0,49823.0,59577.0,84850.0,73634.0,65906.0,75459.0,72386.0,60707.0
,85478.0,50814.0,61043.0,86322.0,75029.0,67298.0,77097.0,73743.0,62060.0
,86987.0,51808.0,62521.0,87792.0,76423.0,68688.0,78728.0,75097.0,63414.0
,88497.0,52800.0,63997.0,89258.0,77814.0,70086.0,80364.0,76451.0,64771.0
,90009.0,53792.0,65467.0,90732.0,79204.0,71480.0,81999.0,77803.0,66121.0
,91527.0,54785.0,66933.0,92196.0,80594.0,72873.0,83634.0,79160.0,67476.0
,93040.0,55779.0,68406.0,93670.0,81986.0,74259.0,85263.0,80518.0,68832.0
,94558.0,56775.0,69883.0,95139.0,83378.0,75652.0,86893.0,81872.0,70182.0
,96065.0,57769.0,71354.0,96615.0,84773.0,77048.0,88527.0,83221.0,71531.0
,97577.0,58764.0,72830.0,98084.0,86169.0,78437.0,90163.0,84577.0,72882.0
,99093.0,59754.0,74307.0,99558.0,87561.0,79826.0,91795.0,85927.0,74239.0
,100000.0,60746.0,75779.0,100000.0,88956.0,81221.0,93423.0,87278.0,75590.0
,,61741.0,77248.0,,90343.0,82615.0,95055.0,88630.0,76940.0
,,62736.0,78722.0,,91737.0,84012.0,96690.0,89982.0,78297.0
,,63725.0,80189.0,,93128.0,85402.0,98320.0,91335.0,79653.0
,,64716.0,81664.0,,94518.0,86794.0,99956.0,92685.0,80999.0
,,65710.0,83138.0,,95912.0,88189.0,100120.0,94042.0,82352.0
,,66704.0,84613.0,,97302.0,89584.0,,95394.0,83704.0
,,67698.0,86085.0,,98700.0,90977.0,,96745.0,85059.0
,,68688.0,87546.0,,100096.0,92369.0,,98096.0,86412.0
,,69675.0,89016.0,,,93759.0,,99447.0,87765.0
,,70670.0,90490.0,,,95151.0,,100126.0,89112.0
,,71662.0,91958.0,,,96539.0,,,90466.0
,,72656.0,93432.0,,,97935.0,,,91818.0
,,73649.0,94905.0,,,99324.0,,,93162.0
,,74644.0,96374.0,,,100021.0,,,94518.0
,,75639.0,97847.0,,,,,,95872.0
,,76635.0,99321.0,,,,,,97225.0
,,77625.0,100060.0,,,,,,98581.0
,,78619.0,,,,,,,99933.0
,,79612.0,,,,,,,100069.0
,,80607.0,,,,,,,
,,81601.0,,,,,,,
,,82595.0,,,,,,,
,,83589.0,,,,,,,
,,84583.0,,,,,,,
,,85579.0,,,,,,,
,,86571.0,,,,,,,
,,87570.0,,,,,,,
,,88567.0,,,,,,,
,,89563.0,,,,,,,
,,90559.0,,,,,,,
,,91557.0,,,,,,,
,,92555.0,,,,,,,
,,93549.0,,,,,,,
,,94540.0,,,,,,,
,,95536.0,,,,,,,
,,96529.0,,,,,,,
,,97520.0,,,,,,,
,,98515.0,,,,,,,
,,99624.0,,,,,,,
,,100113.0,,,,,,,
