,nfe,improvements
0,100,35
1,200,50
2,300,72
3,400,88
4,500,100
5,600,111
6,700,124
7,800,142
8,900,155
9,1000,165
10,1100,176
11,1200,187
12,1300,196
13,1400,204
14,1500,219
15,1600,230
16,1700,243
17,1800,254
18,1900,264
19,2000,276
20,2100,284
21,2200,293
22,2300,308
23,2400,319
24,2500,331
25,2600,347
26,2700,360
27,2800,370
28,2900,386
29,3000,399
30,3100,411
31,3200,427
32,3300,447
33,3400,463
34,3500,474
35,3600,486
36,3700,502
37,3800,512
38,3900,525
39,4000,539
40,4100,550
41,4200,562
42,4300,575
43,4400,587
44,4500,597
45,4600,610
46,4700,628
47,4800,642
48,4900,658
49,5000,676
50,5100,695
51,5200,702
52,5300,715
53,5400,731
54,5500,744
55,5600,760
56,5700,769
57,5800,781
58,5900,797
59,6000,806
60,6100,817
61,6200,830
62,6300,843
63,6400,851
64,6500,862
65,6600,869
66,6700,881
67,6800,892
68,6900,907
69,7000,918
70,7100,925
71,7200,934
72,7300,947
73,7400,961
74,7500,970
75,7600,987
76,7700,994
77,7800,1013
78,7900,1023
79,8000,1034
80,8100,1042
81,8200,1056
82,8300,1065
83,8400,1074
84,8500,1091
85,8600,1100
86,8700,1113
87,8800,1126
88,8900,1137
89,9000,1141
90,9100,1152
91,9200,1158
92,9300,1170
93,9400,1178
94,9500,1184
95,9600,1193
96,9700,1205
97,9800,1216
98,9900,1231
99,10732,1239
100,11708,1294
101,12684,1391
102,13660,1521
103,14636,1706
104,15612,1875
105,16588,1993
106,17564,2089
107,18540,2188
108,19516,2269
109,20492,2362
110,21468,2432
111,22444,2502
112,23420,2570
113,24396,2641
114,25372,2711
115,26348,2764
116,27324,2813
117,28300,2859
118,29276,2897
119,30252,2945
120,31228,3000
121,32204,3051
122,33180,3088
123,34156,3136
124,35132,3173
125,36108,3205
126,37084,3247
127,38060,3290
128,39036,3327
129,40012,3371
130,40988,3415
131,41964,3461
132,42940,3508
133,43916,3544
134,44892,3582
135,45868,3613
136,46844,3653
137,47820,3700
138,48796,3741
139,49772,3780
140,50748,3812
141,51724,3844
142,52700,3875
143,53676,3914
144,54652,3960
145,55628,3994
146,56604,4036
147,57580,4067
148,58556,4101
149,59532,4135
150,60508,4170
151,61484,4201
152,62460,4227
153,63436,4262
154,64412,4289
155,65388,4317
156,66364,4343
157,67340,4373
158,68316,4404
159,69292,4431
160,70268,4460
161,71244,4481
162,72220,4519
163,73196,4545
164,74172,4570
165,75148,4592
166,76124,4632
167,77100,4653
168,78076,4674
169,79052,4692
170,80028,4717
171,81004,4746
172,81980,4770
173,82956,4798
174,83932,4825
175,84908,4851
176,85884,4877
177,86860,4901
178,87836,4924
179,88812,4942
180,89788,4960
181,90764,4984
182,91740,5011
183,92716,5025
184,93692,5044
185,94668,5065
186,95644,5078
187,96620,5098
188,97596,5117
189,98572,5132
190,99548,5153
191,100524,5168
