,,0,1,2,3,4,5
100,0,-29.561950682320717,-0.14030854687773872,-0.08774643586987847,-0.11140600063577351,0.1481376874739016,-0.8928571428571429
100,1,-50.6340563438766,-0.5884411137921788,-0.2638458453298453,-0.3070024274384491,0.08259946292884564,-1.0
100,2,-7.372960809698775,-0.05818062173803059,-0.4250874694645867,-0.38188429136446755,0.3097948139053573,-0.8928571428571429
100,3,-6.8954723535607645,-2.378361850273183e-09,-1.988325875923922e-08,-1.7497370369178784e-08,0.4520547200200173,-0.75
100,4,-15.302259406589958,-0.16066113067892765,-0.09063533107597962,-0.06543638169796313,0.23588274105544146,-0.8214285714285714
100,5,-52.14204144511348,-0.5105212474022645,-0.35794308479273484,-0.2611471770781016,0.08077408479718014,-1.0
100,6,-46.13398714819269,-0.5520523755724437,-0.41540822554593837,-0.4640028301932386,0.0910773675583944,-1.0
100,7,-17.55912114400657,-0.37982095135136695,-0.28744746481676353,-0.31909662617656764,0.10358530881524461,-0.9642857142857143
100,8,-6.887316945017675,-0.09057189853106601,-0.041187383433705343,-0.05091604427772328,0.42811934638235377,-0.9285714285714286
100,9,-9.849449276200133,-0.0865668074078613,-0.07999467114784391,-0.16027168839076317,0.22052573501549672,-0.8928571428571429
100,10,-19.632868344686266,-0.06016945717159084,-0.1071219290140071,-0.034511535889475885,0.37864421829280437,-0.9285714285714286
100,11,-16.741766043847246,-0.13801648821081136,-0.15932613844701948,-0.18033062228712124,0.17916942925282758,-0.9285714285714286
100,12,-17.807065607731282,-0.1648928528037052,-0.11153893411588689,-0.13660433740515027,0.1895032059400443,-0.7857142857142857
100,13,-22.214206652952157,-0.11981641584319264,-0.0959183047340054,-0.050762800869359866,0.2265470642341698,-0.9285714285714286
100,14,-16.5416024996174,-0.09580258175200308,-0.05571584863377449,-0.09761813233473195,0.25484886722046424,-0.9285714285714286
100,15,-7.772948023777151,-0.1055383223675786,-0.05354722637774416,-0.06758801221899315,0.4070164983624327,-0.7142857142857143
100,16,-7.2912805633771525,-0.052824557670142505,-0.061351131762827575,-0.10263877769919169,0.3930862872900199,-0.6785714285714286
100,17,-8.334071430395877,-0.11640480859549458,-0.06569452712580551,-0.045145005999264555,0.34202405061301877,-0.8214285714285714
100,18,-29.425077752296957,-0.2082127672198382,-0.13343667962027703,-0.2587609554043422,0.10919848223764383,-1.0
100,19,-51.47124986602911,-0.4247647807093848,-0.30206776967637605,-0.49650551710218765,0.08893415573499719,-1.0
100,20,-7.161984144462095,-0.04178441194977931,-0.14099269389990654,-0.07125178090917716,0.4084006047612627,-0.8214285714285714
100,21,-24.539972606337248,-0.36987424020502,-0.3068703016519388,-0.09819562570575784,0.1987640089655198,-0.9285714285714286
100,22,-15.847583289310908,-0.061718078065819276,-0.05772445008024279,-0.05925643944420442,0.19805089609503493,-1.0
100,23,-25.72787526982433,-0.24444930884844676,-0.234540308579971,-0.16706064012150765,0.10151857059266302,-1.0
100,24,-7.004874117086396,-0.011058615068032544,-0.005647301121354431,-0.006279608927462457,0.406987431512652,-0.9285714285714286
100,25,-71.45838819117371,-0.8563508950557033,-0.20453287621106622,-0.35099943258001515,0.08612772530169517,-1.0
100,26,-23.635729383070874,-0.28289424774686156,-0.1426224852487446,-0.1258441442736057,0.12072473260025104,-0.8571428571428572
100,27,-7.935952583260786,-0.021328341965792925,-0.009603013027792805,-0.011817842416733048,0.40983607511021336,-0.8214285714285714
200,0,-52.14204144511348,-0.5105212474022645,-0.35794308479273484,-0.2611471770781016,0.08077408479718014,-1.0
200,1,-46.13398714819269,-0.5520523755724437,-0.41540822554593837,-0.4640028301932386,0.0910773675583944,-1.0
200,2,-17.55912114400657,-0.37982095135136695,-0.28744746481676353,-0.31909662617656764,0.10358530881524461,-0.9642857142857143
200,3,-6.887316945017675,-0.09057189853106601,-0.041187383433705343,-0.05091604427772328,0.42811934638235377,-0.9285714285714286
200,4,-9.849449276200133,-0.0865668074078613,-0.07999467114784391,-0.16027168839076317,0.22052573501549672,-0.8928571428571429
200,5,-19.632868344686266,-0.06016945717159084,-0.1071219290140071,-0.034511535889475885,0.37864421829280437,-0.9285714285714286
200,6,-16.741766043847246,-0.13801648821081136,-0.15932613844701948,-0.18033062228712124,0.17916942925282758,-0.9285714285714286
200,7,-22.214206652952157,-0.11981641584319264,-0.0959183047340054,-0.050762800869359866,0.2265470642341698,-0.9285714285714286
200,8,-16.5416024996174,-0.09580258175200308,-0.05571584863377449,-0.09761813233473195,0.25484886722046424,-0.9285714285714286
200,9,-7.772948023777151,-0.1055383223675786,-0.05354722637774416,-0.06758801221899315,0.4070164983624327,-0.7142857142857143
200,10,-7.2912805633771525,-0.052824557670142505,-0.061351131762827575,-0.10263877769919169,0.3930862872900199,-0.6785714285714286
200,11,-8.334071430395877,-0.11640480859549458,-0.06569452712580551,-0.045145005999264555,0.34202405061301877,-0.8214285714285714
200,12,-29.425077752296957,-0.2082127672198382,-0.13343667962027703,-0.2587609554043422,0.10919848223764383,-1.0
200,13,-7.161984144462095,-0.04178441194977931,-0.14099269389990654,-0.07125178090917716,0.4084006047612627,-0.8214285714285714
200,14,-15.847583289310908,-0.061718078065819276,-0.05772445008024279,-0.05925643944420442,0.19805089609503493,-1.0
200,15,-25.72787526982433,-0.24444930884844676,-0.234540308579971,-0.16706064012150765,0.10151857059266302,-1.0
200,16,-7.004874117086396,-0.011058615068032544,-0.005647301121354431,-0.006279608927462457,0.406987431512652,-0.9285714285714286
200,17,-71.45838819117371,-0.8563508950557033,-0.20453287621106622,-0.35099943258001515,0.08612772530169517,-1.0
200,18,-69.54391072636055,-0.46034222501135563,-0.5562902861023967,-0.5587491548017369,0.09096295450366346,-1.0
200,19,-50.34966475046078,-0.5887881620104946,-0.3988895462402419,-0.30698792836871736,0.08601645428537742,-1.0
200,20,-14.352500050597996,-0.31355664962426494,-0.19695079901546086,-0.1806608966659145,0.1587588850179729,-0.9285714285714286
200,21,-7.187432414452561,-0.05807201585354883,-0.42741456241359244,-0.37531708461286684,0.3408531236268463,-0.9285714285714286
200,22,-7.072668435033439,-0.018418734014583812,-0.1988083888837894,-0.1707358929911532,0.3756272582942818,-0.7142857142857143
200,23,-24.752961401259146,-0.36601337153298835,-0.32179070793249775,-0.10313910782202683,0.19078250417531908,-0.9642857142857143
200,24,-15.370328229151035,-0.16374979008066462,-0.0934528549510344,-0.09337821482328315,0.23734110982380702,-0.8928571428571429
200,25,-15.456181578265095,-0.17499711889301997,-0.10216920831894725,-0.16605363507499304,0.23182993876204344,-0.7857142857142857
200,26,-50.67089186666996,-0.5874877467047829,-0.26455372938923943,-0.3063848385224316,0.08475091694668474,-1.0
200,27,-33.0728267382477,-0.15820671550105259,-0.13675099100229143,-0.22428873832848154,0.1120851950119564,-0.9642857142857143
200,28,-30.017918128871983,-0.17069997658895422,-0.12188177833626487,-0.08521051102530132,0.17630712457098116,-0.8928571428571429
200,29,-26.865838873821424,-0.2652485768963992,-0.30603732076503803,-0.09760869334270057,0.18206282662710682,-0.8928571428571429
200,30,-10.677354272691543,-0.0905893564949044,-0.07659506950033419,-0.0776905201911208,0.3305455859540045,-0.8571428571428572
200,31,-24.6129372368655,-0.3538897408643788,-0.11347067160086627,-0.23045052978310182,0.10681634385560262,-0.9285714285714286
200,32,-9.672332517877683,-0.0405461619647457,-0.039352411309733173,-0.13220152900420473,0.23812819750511907,-1.0
200,33,-7.7822863665693385,-0.06493937644391619,-0.05397727615086599,-0.06937180234313055,0.40452375851847583,-0.75
200,34,-21.527477890701185,-0.07790298635596801,-0.10800765559998594,-0.03533068309811087,0.3815736399571487,-0.8214285714285714
200,35,-6.915791826674512,-0.09059950861245995,-0.04052512292157821,-0.049683837351277765,0.42834506043239334,-0.9642857142857143
200,36,-7.718403093808782,-0.015325295523795721,-0.007547929492591638,-0.011763328203878713,0.41834719607741017,-0.8928571428571429
200,37,-6.895535606193895,-7.590696367591476e-05,-2.4223640339670867e-05,-4.56918338122213e-05,0.4518562013238327,-0.75
300,0,-46.13398714819269,-0.5520523755724437,-0.41540822554593837,-0.4640028301932386,0.0910773675583944,-1.0
300,1,-17.55912114400657,-0.37982095135136695,-0.28744746481676353,-0.31909662617656764,0.10358530881524461,-0.9642857142857143
300,2,-6.887316945017675,-0.09057189853106601,-0.041187383433705343,-0.05091604427772328,0.42811934638235377,-0.9285714285714286
300,3,-19.632868344686266,-0.06016945717159084,-0.1071219290140071,-0.034511535889475885,0.37864421829280437,-0.9285714285714286
300,4,-16.741766043847246,-0.13801648821081136,-0.15932613844701948,-0.18033062228712124,0.17916942925282758,-0.9285714285714286
300,5,-22.214206652952157,-0.11981641584319264,-0.0959183047340054,-0.050762800869359866,0.2265470642341698,-0.9285714285714286
300,6,-16.5416024996174,-0.09580258175200308,-0.05571584863377449,-0.09761813233473195,0.25484886722046424,-0.9285714285714286
300,7,-7.772948023777151,-0.1055383223675786,-0.05354722637774416,-0.06758801221899315,0.4070164983624327,-0.7142857142857143
300,8,-7.2912805633771525,-0.052824557670142505,-0.061351131762827575,-0.10263877769919169,0.3930862872900199,-0.6785714285714286
300,9,-15.847583289310908,-0.061718078065819276,-0.05772445008024279,-0.05925643944420442,0.19805089609503493,-1.0
300,10,-25.72787526982433,-0.24444930884844676,-0.234540308579971,-0.16706064012150765,0.10151857059266302,-1.0
300,11,-71.45838819117371,-0.8563508950557033,-0.20453287621106622,-0.35099943258001515,0.08612772530169517,-1.0
300,12,-69.54391072636055,-0.46034222501135563,-0.5562902861023967,-0.5587491548017369,0.09096295450366346,-1.0
300,13,-14.352500050597996,-0.31355664962426494,-0.19695079901546086,-0.1806608966659145,0.1587588850179729,-0.9285714285714286
300,14,-7.187432414452561,-0.05807201585354883,-0.42741456241359244,-0.37531708461286684,0.3408531236268463,-0.9285714285714286
300,15,-7.072668435033439,-0.018418734014583812,-0.1988083888837894,-0.1707358929911532,0.3756272582942818,-0.7142857142857143
300,16,-24.752961401259146,-0.36601337153298835,-0.32179070793249775,-0.10313910782202683,0.19078250417531908,-0.9642857142857143
300,17,-30.017918128871983,-0.17069997658895422,-0.12188177833626487,-0.08521051102530132,0.17630712457098116,-0.8928571428571429
300,18,-26.865838873821424,-0.2652485768963992,-0.30603732076503803,-0.09760869334270057,0.18206282662710682,-0.8928571428571429
300,19,-24.6129372368655,-0.3538897408643788,-0.11347067160086627,-0.23045052978310182,0.10681634385560262,-0.9285714285714286
300,20,-9.672332517877683,-0.0405461619647457,-0.039352411309733173,-0.13220152900420473,0.23812819750511907,-1.0
300,21,-7.7822863665693385,-0.06493937644391619,-0.05397727615086599,-0.06937180234313055,0.40452375851847583,-0.75
300,22,-21.527477890701185,-0.07790298635596801,-0.10800765559998594,-0.03533068309811087,0.3815736399571487,-0.8214285714285714
300,23,-6.915791826674512,-0.09059950861245995,-0.04052512292157821,-0.049683837351277765,0.42834506043239334,-0.9642857142857143
300,24,-6.895535606193895,-7.590696367591476e-05,-2.4223640339670867e-05,-4.56918338122213e-05,0.4518562013238327,-0.75
300,25,-62.38715763107631,-0.8327237698801576,-0.4597710035482284,-0.4418710930893338,0.08888948649267067,-1.0
300,26,-39.5626645281133,-0.32050606495633605,-0.1939646949282736,-0.2498627667975733,0.11284246793902748,-1.0
300,27,-7.270196677508374,-0.24465676313788837,-0.4128564330751507,-0.2913750893677537,0.3472329323680071,-0.8928571428571429
300,28,-8.853009766675628,-0.38760587816542363,-0.3469935260560274,-0.2672814364027613,0.3139940058829575,-0.8928571428571429
300,29,-7.945564024167697,-0.03514717164316994,-0.04358339419527735,-0.058105990094486984,0.4033540186227601,-0.8571428571428572
300,30,-70.75801418254596,-0.8414167449540046,-0.4191970990200965,-0.41954767925624775,0.09245016880354581,-1.0
300,31,-22.573745375013353,-0.4056466042647101,-0.2408520066093781,-0.20816963727458465,0.10405817551589129,-0.9642857142857143
300,32,-15.383570313398126,-0.11776688384255762,-0.08484652329482573,-0.06725270500821288,0.27272121100245716,-0.9642857142857143
300,33,-22.183152519352006,-0.1612014949051672,-0.1162863715163459,-0.19413636557040545,0.30291323948891624,-0.75
300,34,-30.47611049455693,-0.241126665196789,-0.1720162553543067,-0.3006298754477368,0.10218872448076925,-1.0
300,35,-20.60833902300983,-0.057346689545402646,-0.13826082288121339,-0.036563654601801485,0.3653874393885411,-0.8571428571428572
300,36,-15.676135998449928,-0.17917934986511203,-0.10472876877679696,-0.16326880134977165,0.22152175266950716,-0.8928571428571429
300,37,-14.524075988813802,-0.0589243459360794,-0.42394719108328194,-0.38222209469948776,0.13398660928649475,-0.8571428571428572
300,38,-7.035814617206918,-0.04714928079432073,-0.15914800559804151,-0.08039240631433808,0.40344500050779086,-0.8571428571428572
300,39,-10.719735414338164,-0.08466768335317663,-0.07808998075370747,-0.07732273018166677,0.33916602420245434,-0.8928571428571429
300,40,-6.63066297321588,-0.01817284335806462,-0.08066557558598378,-0.18262813364419095,0.442242020506642,-0.8571428571428572
300,41,-7.429990373659205,-0.058188989039555064,-0.08254346397470809,-0.00970612605881662,0.32928284127629426,-1.0
300,42,-7.778952452802507,-0.016906640956937044,-0.00835593611157222,-0.012706828799312337,0.41274352745161985,-0.9285714285714286
400,0,-46.13398714819269,-0.5520523755724437,-0.41540822554593837,-0.4640028301932386,0.0910773675583944,-1.0
400,1,-17.55912114400657,-0.37982095135136695,-0.28744746481676353,-0.31909662617656764,0.10358530881524461,-0.9642857142857143
400,2,-19.632868344686266,-0.06016945717159084,-0.1071219290140071,-0.034511535889475885,0.37864421829280437,-0.9285714285714286
