hydropower,atomicpowerplant,baltimore,chester,environment,recreation
72.27239545520104,0.8216234593950953,0.6568760374705919,0.692850880255331,0.08596636964085237,1.0
66.34264815828905,0.7376596453974266,0.577098000803431,0.573779646786814,0.07730355345400598,1.0
68.63818628613983,0.7781061794630695,0.5627854911003438,0.5835518545612768,0.08065754832808764,1.0
68.41335093998512,0.714805691796087,0.6087380898621295,0.4049986802019603,0.08150819325524139,1.0
62.084833680451254,0.8882021287854626,0.5934417580993774,0.6425839695451472,0.07853607744980276,0.9642857142857143
69.07151694223549,0.644033222729451,0.6294020164492802,0.41416148496919114,0.08297749697145727,1.0
69.28386968911101,0.9251968193533242,0.6178272359233882,0.7078790328104867,0.08380473980096848,1.0
56.59185327432675,0.21400479220809351,0.3450409858520936,0.23834218290622475,0.06372386416718273,1.0
65.2504698655152,0.9151042746071613,0.5718956371911865,0.6741169348973127,0.08080130087857938,1.0
67.0748534566685,0.500373110217931,0.571952557927734,0.5375050173297969,0.07971469865871347,1.0
50.937563721989555,0.6819889400901908,0.3610141431830945,0.35642890385837883,0.03902703717113029,1.0
74.031946463903,0.8997245376024366,0.6543089915789517,0.6724310954793231,0.09495692608009351,1.0
52.87077019499718,0.7432410402159864,0.505315933654642,0.5078661837000151,0.06373969120344009,1.0
52.09189322632536,0.7799192244283027,0.5011434959407309,0.5052151047810325,0.06256942135275924,0.9642857142857143
54.536704616069564,0.6573736188323895,0.36418703708378225,0.33921781741587004,0.05362704967308501,1.0
54.614932878395955,0.758593578858468,0.454784490837736,0.3302127662683674,0.05605586485889558,1.0
66.44875774211485,0.9223910503841642,0.5012131141667748,0.6194461553112595,0.0825863579493213,1.0
51.10098492285064,0.630803349054158,0.3302453985423968,0.3542929936654427,0.03592538346233024,1.0
64.02217821513814,0.8374552301465654,0.6083191695145302,0.6598526477457395,0.08062159107292645,1.0
63.87348403785922,0.6548107478462462,0.34543719411678475,0.458472728686728,0.07444651013704667,1.0
70.72488396325049,0.8623312833851878,0.6675657790452808,0.6039438547951963,0.08337180741224187,1.0
64.8780584872062,0.8600426967468325,0.6005665416653388,0.650366763825028,0.08231782705856538,1.0
65.09542817305338,0.8993522483985763,0.42965171380274886,0.6259988809147254,0.07593839156794067,1.0
70.95060746680974,0.8544197690353827,0.6663789385299418,0.7119593779087693,0.08593329601920345,1.0
52.06854779094805,0.2207238409562478,0.30962501277274873,0.1299778364980836,0.034734134701673115,0.9642857142857143
60.91685874894904,0.8328683728123878,0.536783119976861,0.6484494221542558,0.07707039134914594,0.9642857142857143
71.82214387432384,0.9009527560017984,0.7107600154475049,0.7561775262963525,0.09066393000097234,1.0
55.8460764359141,0.8385738932043271,0.48144157049835234,0.35939631286647955,0.07315603779957398,1.0
51.13213379876722,0.2850830065530159,0.31539017142146586,0.13166680508681677,0.034764435807192566,1.0
67.8146362719725,0.8650145414085885,0.3511361073244751,0.6534761310128331,0.08011117499202244,0.9642857142857143
57.620887944963954,0.38177276598253873,0.3368757379653858,0.2585967747041783,0.07074480788537961,1.0
57.797725693835524,0.4118547032975579,0.25516232663100374,0.18992065030688857,0.07105801549973798,1.0
57.29874553448777,0.3898767321278841,0.2457911914776607,0.2541855636639522,0.06895611444384182,1.0
62.85546703725135,0.2868672257980932,0.6511597959368088,0.4007568019151468,0.08221088056162443,1.0
63.93210105473662,0.8569990860514112,0.5713835060946776,0.6071990657311591,0.07952201285445455,0.9642857142857143
53.512416863282134,0.28944065285508663,0.20098204412694642,0.23197126048935668,0.03987024533399241,1.0
51.7149222380683,0.3543793450530946,0.2353385143146993,0.13893400778982412,0.03496674500657713,0.9642857142857143
63.31602202937848,0.6767293518061727,0.6500504962023922,0.3816378348742123,0.08288869387884236,1.0
66.07606916745401,0.8639696481692748,0.5822034855827836,0.6570245774600633,0.08270735480481123,1.0
65.94876518980357,0.8531860138924355,0.35556595358409704,0.7093285263174091,0.07766786186121731,1.0
53.10165688730364,0.6702397766524025,0.5034053669085586,0.5087001207072894,0.066057849967977,1.0
72.41538713565471,0.9249751915470754,0.7055900291315795,0.7473016908733682,0.0902997017239028,1.0
72.14799698556499,0.9131975159813397,0.6813487240103837,0.7518478220640341,0.0869474122164311,1.0
54.42054892211177,0.716111063722064,0.4660304967496835,0.31593660193932166,0.054585360181973124,1.0
60.92050773754191,0.8349944550186883,0.5368775859441444,0.6505621654511115,0.07898311521402403,1.0
54.52739785119151,0.7603110693924435,0.5403233940415201,0.36382980268114523,0.06666352078391799,1.0
70.95594586672728,0.9215717161956826,0.7127082579056119,0.7483543722623662,0.08800836439127825,1.0
67.2172528301278,0.8125210579032462,0.46187515494330017,0.6367977811877653,0.0777178712216481,1.0
55.309411354575275,0.7841765992689017,0.3661419477057752,0.4287559304116402,0.06304536893105721,1.0
67.71367264498613,0.8750005123215688,0.3808789133172477,0.7069356194183143,0.08149812022885987,1.0
52.910353122474206,0.852601055129614,0.46020624198417465,0.4121197217495528,0.06576180949036914,1.0
67.04705454673018,0.9567716808385992,0.643406764149599,0.6373097457714676,0.09081721685456477,1.0
