0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,hydropower,atomicpowerplant,baltimore,chester,environment,recreation
-0.026829535174779,0.1823725836740267,0.8898762195227116,0.4761499348189761,0.06819076568376,0.5879852768014477,0.854965437150273,0.8796100717447092,0.4392231021347622,0.8535816920623259,0.990931432357268,0.95002990689214,0.3748584912539821,0.934403675041133,0.991783044131152,0.980211205149981,0.1024569815981047,0.07282859884641,0.0580693732375735,0.4000078707007504,0.6624345544780872,0.4027662290500531,0.2449676022999093,0.5783798040882658,0.5170682413151287,0.0618268323304654,0.9484033201495872,0.1317215219013084,0.0033182679270804,0.7652993835407308,0.8886109548352579,0.088692776143928,71.65347576890196,0.9299883597200428,0.8301859371583697,0.9089566290010892,0.0895926497214595,1.0
0.172094343750663,0.0846499786477174,0.8853142456434597,0.6204082822398167,0.1675505011237221,0.38703023304704,0.9799011600777292,0.9170839063727652,0.5647545635025145,0.7480035996369507,0.9170662767126584,0.6186117684171717,0.0923442130683278,0.1596793331774464,0.9091835329506333,0.6478044451538569,0.1011596960343113,0.8981287594998341,0.3297470735125661,0.6515232303446057,0.9949632940091884,0.3790906602099282,0.9720990335446936,0.9844141435203476,0.8737822997898002,0.2380838497004934,0.7564458068336247,0.7931574502645617,0.7052981895525515,0.390584116565125,0.924080333406566,0.7062590139711435,70.88361582852367,0.8417191429272624,0.520344726991113,0.6709628916403915,0.0789247519993369,1.0
-0.0044609013435586,0.9411117754630214,0.9398567632643408,0.8605439812471951,0.2356625161671044,0.8781432221154898,0.8012578852410832,0.9169233344688614,0.4571658465205687,0.8302395658208694,0.9918240147946212,0.9417896913415664,0.3297747829801314,0.0370063460554078,0.8977648456886218,0.8998380047894644,0.0211375609143796,0.0685185949608719,0.0650845283820201,0.0404258258469949,0.464195670471923,0.0710692925615499,0.5232126504711855,0.8565515633707607,0.7182486643572799,0.0396867779668875,0.5372449559317578,0.501861648300674,0.011816624288026,0.8968212899555477,0.2331062815706571,0.1890598879582114,77.23516235575819,0.98728958465141,0.33289667353508,0.8057099479588221,0.0827744099907578,1.0
0.42148675825536,0.2047261711539296,0.948076484096488,0.3756149558394312,0.2729951197541753,0.8855693429052816,0.8784877907236462,0.8796100717447092,0.4356146751335097,0.646765926347197,0.9529733003376089,0.9744737956993524,-0.7403961120120399,0.0351305438827424,0.8980013740920215,0.7626036830918936,0.6847145850609371,0.0388269098179018,0.0805845407465413,0.0689259225748229,0.3715958105689684,0.1308465409188403,0.7684649306716484,0.843718460760486,0.3331497079144298,0.0106398773902119,0.7866356039521485,0.9786226129742646,0.0208112944667346,0.8995021622520927,0.0761577832287292,0.210579568527235,78.64420084216155,0.9266179470863446,0.1625042667010106,0.870855076187818,0.0814073108633806,1.0
0.4223039304397458,0.9333417159078128,0.887235779394801,0.0421034835460218,0.2762061311207128,0.8849970894695849,0.8699671923943886,0.8994013046472251,0.4568910576092854,0.6340439552147056,0.9929003627798578,0.9295253893510246,-0.6842092625560927,0.0356370568519065,0.8930283250889346,0.0020598778714093,0.0212239975414541,0.0094316377166071,0.0494176471007483,0.0651593350364194,0.6606421087353428,0.0133390057577198,0.1423176380718676,0.7880467232113362,0.1219239869433109,0.0090085139064042,0.7905279513844425,0.9502899500244576,0.0146580695472316,0.5627891204984754,0.0546160047983368,0.1158846194447594,78.2193909879555,0.976766615460326,0.0390277106187128,0.8397808733113188,0.0768699512105043,1.0
0.0758187225242686,0.1555878821288809,0.8803583798699568,0.0270630728561212,0.4945493042612564,0.7823156121375713,0.8405758062985983,0.8731776383333905,-0.0041888666878651,0.8748272460012675,0.9377161929737368,0.3028279365274461,0.2787904722091536,0.0887138824844047,0.8624824147642909,0.8764519518811321,0.033416870997072,0.032433079310791,0.0722220059688205,0.0337843475247273,0.7001384522258716,0.0474652482009509,0.1289354013381705,0.8792015795226575,0.7180374390014936,0.4371695781351292,0.7328383870766529,0.5801879254460234,0.0447847690038231,0.8612168215103005,0.1072195931898659,0.6843445203212424,71.8612726856761,0.8735538876185986,0.4634687665927184,0.584602780945352,0.0788914711597876,1.0
0.0812769792528032,0.0873152837616706,0.98421786275237,0.0506534490415982,0.14311861792766,0.0258823700240782,0.9155827161439798,0.0889187416067706,0.2630549323261605,0.7495959309324728,0.9343637666818896,0.3757918654171691,0.0509629143172956,0.4724126183681328,0.9283184733809572,0.8180714048231373,0.6097538564643058,0.0152277856539878,0.0762560485633228,0.3738314588842768,0.1161200107871525,0.0125234813638127,0.0588494166291168,0.6031831461872466,0.1615500888343718,0.5048516427451801,0.1041793168848393,0.0034893416277299,0.1709591693644989,0.8061395794274573,0.7474509905753671,0.1632592601229644,43.25041291660714,0.4886797383373961,0.703496124892583,0.6591785333054075,0.0808910795660119,1.0
0.0265314219518503,0.378701739916032,0.9156797842005642,0.5420416373975265,0.2069858646465443,0.8592657165108968,0.9114014471977424,0.879175224102728,0.4377057837347576,0.8721175588915796,0.9933545365180304,0.9314330011761088,0.1678725633069017,0.095351342252714,0.8761618030895973,0.0478271888660551,0.0762802786415039,0.9395943215596412,0.1657037013554625,0.3567485305625275,0.4949380538035425,0.0481565551986678,0.1309790868811846,0.5736107464721664,0.3320323997272206,0.0476490779230578,0.9367739836386728,0.9309642179277882,0.396440837124809,0.7617915162635963,0.0186678369531473,0.4701911322754121,74.36793953903471,0.8344926212752178,0.4652310295043182,0.886822542759806,0.0828990006292974,1.0
0.1252426537353995,0.7549629678631001,0.8866811012598029,0.0426342443065455,0.520661377023671,0.0515089451267202,-0.2021892406981544,0.0796711729140866,0.4315127214624488,0.960241530297332,0.9237388599461858,0.9288784006994688,0.0351336934917875,0.479741454626283,0.8734432608937348,0.8959550835571934,0.0425571398979374,0.0376067272010546,0.0615618709504139,0.932066977001233,0.0357831335019343,0.0478200082165978,0.1019324614206877,0.7697248794248244,0.7722494990891566,0.5346840322351522,0.4263605969006857,0.0190735511979325,0.1646132288053808,0.5775503975489386,0.7461007971006552,0.1524429999146441,38.399962379512935,0.9670838649446994,0.7549969398867882,0.7324435841144876,0.0806946141167549,1.0
-0.6133332363515619,0.9566713572308152,-0.996077852141388,0.0507599811956805,0.2982083017622485,0.4618445126159617,0.945971263678455,0.975837759351007,0.4480781208529225,0.5456383784513925,-0.4853835595265522,0.0255665353748002,0.1955955423025041,0.8715572104129675,0.8752324082930231,0.9200806075774745,0.0290906264994443,0.0144592136490119,0.341049025905363,0.0676650277809451,0.0161379125125697,0.0715155638710425,0.1431709200578336,0.7954838646830263,0.5857663820936043,0.0501508917294149,0.010013369640503,0.0175666200324902,0.0071181758099631,0.8305807582179408,0.0753703935315612,0.6763608311177849,76.49747733900999,0.0695214779979868,0.8032226276968625,0.3493812752894326,0.0876258083825511,1.0
